date,electricity_kwh,fuel_litres,ALLSKY_SFC_SW_DWN,WS50M,WD50M,PS,T2M,RH2M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,year,month,quarter
2013-01-01,70102.0,29294.0,6.46421935483871,14.13225806451613,124.63548387096773,95.56903225806451,-3.8529032258064517,72.52290322580646,-2.168709677419355,-5.854516129032258,15.256129032258064,8.300967741935484,2013,1,1
2013-02-01,72344.0,21857.0,4.667714285714285,10.719285714285714,138.53571428571428,95.39857142857143,-7.808571428571428,68.34642857142858,-5.721071428571428,-10.0025,12.561071428571427,5.866071428571429,2013,2,1
2013-03-01,92241.0,30991.0,2.4933290322580643,8.84290322580645,135.3,95.44806451612902,-14.745483870967742,74.65387096774194,-12.829032258064515,-16.718709677419355,10.18741935483871,4.258709677419355,2013,3,1
2013-04-01,101461.0,32814.0,0.9486133333333334,11.313333333333333,126.23333333333333,95.63433333333334,-18.059666666666665,74.759,-16.318666666666665,-20.038,13.034333333333334,5.819333333333334,2013,4,2
2013-05-01,117848.0,37963.0,0.1213,9.892903225806451,141.2,95.70870967741935,-23.09935483870968,70.59935483870967,-20.996451612903225,-25.24967741935484,10.724193548387097,4.9554838709677425,2013,5,2
2013-06-01,107577.0,36199.0,0.00036666666666666667,12.044666666666666,133.72,96.40233333333335,-19.557000000000002,69.33999999999999,-17.418666666666663,-22.058333333333334,12.274666666666667,6.789000000000001,2013,6,2
2013-07-01,106896.0,36121.0,0.037793548387096774,11.861612903225806,137.66129032258064,95.5741935483871,-22.01322580645161,73.99354838709678,-19.850322580645162,-23.996774193548386,13.474193548387097,6.269677419354839,2013,7,3
2013-08-01,98738.0,32268.0,0.5655,10.755161290322581,133.23548387096776,96.61483870967741,-21.77516129032258,71.62838709677419,-19.82935483870968,-23.812580645161294,11.144838709677419,5.83741935483871,2013,8,3
2013-09-01,86710.0,27422.0,2.21394,12.492666666666667,130.98333333333332,95.884,-16.505666666666666,69.84866666666667,-14.106333333333334,-19.657333333333334,13.921,6.795333333333334,2013,9,3
2013-10-01,84054.0,26105.0,4.678661290322581,12.435483870967742,129.7741935483871,95.58870967741936,-14.681290322580645,69.68483870967742,-12.076129032258065,-17.640645161290323,13.236774193548388,7.118064516129032,2013,10,4
2013-11-01,109484.0,35812.0,7.655866666666666,11.256,127.61,95.873,-8.497,67.476,-5.6,-11.846333333333332,12.46,5.437666666666667,2013,11,4
2013-12-01,129031.0,31588.0,9.085293548387096,10.029677419354838,134.3774193548387,95.81806451612904,-4.8996774193548385,71.67225806451613,-2.553225806451613,-7.830000000000001,11.514838709677418,4.750645161290323,2013,12,4
2014-01-01,91568.0,28641.0,8.214941935483871,9.153225806451612,133.88709677419354,95.98806451612903,-4.468387096774194,68.39387096774193,-1.4580645161290324,-8.079032258064515,11.096451612903227,3.302258064516129,2014,1,1
2014-02-01,61993.0,18530.0,5.827617857142857,11.058571428571428,133.05714285714285,95.71464285714286,-8.568928571428572,67.04321428571428,-5.6621428571428565,-11.967857142857143,12.192857142857141,5.8342857142857145,2014,2,1
2014-03-01,75925.0,23643.0,3.1978129032258065,9.27774193548387,135.8483870967742,95.99451612903225,-16.815483870967743,69.57000000000001,-14.071290322580644,-19.74258064516129,10.640967741935484,4.474838709677419,2014,3,1
2014-04-01,57497.0,18399.0,1.1021633333333334,10.259666666666668,136.04,95.88733333333333,-21.973000000000003,72.66933333333333,-19.969,-24.12,11.263,5.177666666666667,2014,4,2
2014-05-01,71246.0,23181.0,0.1208,14.553870967741936,136.01290322580644,95.95129032258063,-17.90225806451613,70.82612903225807,-15.608709677419355,-20.14741935483871,15.441290322580645,8.37258064516129,2014,5,2
2014-06-01,90038.0,31975.0,0.00039666666666666664,11.913666666666668,141.62,96.01466666666667,-23.225,73.923,-21.174333333333333,-25.23033333333333,12.392333333333333,6.933666666666666,2014,6,2
2014-07-01,84856.0,29300.0,0.032345161290322576,10.70483870967742,133.51612903225808,95.60354838709678,-23.289677419354838,75.85225806451614,-21.686129032258062,-24.984516129032258,11.17741935483871,5.410967741935484,2014,7,3
2014-08-01,66928.0,21689.0,0.6054258064516129,11.035161290322582,140.50322580645164,95.37548387096774,-21.9,72.9241935483871,-20.04516129032258,-24.220645161290324,12.206451612903225,5.583225806451614,2014,8,3
2014-09-01,53178.0,16479.0,2.1873633333333333,12.810666666666666,135.22333333333333,95.93433333333333,-18.807333333333336,69.02433333333333,-16.564,-21.246,13.203666666666667,7.381,2014,9,3
2014-10-01,60301.0,18546.0,5.024941935483871,10.495806451612903,137.50645161290322,95.44032258064516,-17.524193548387096,68.38612903225807,-14.097096774193549,-21.356129032258064,11.931612903225806,5.564838709677419,2014,10,4
2014-11-01,64722.0,19103.0,7.546166666666666,8.812333333333333,129.62333333333333,95.752,-8.695,70.05766666666666,-5.568,-12.107666666666667,10.379,4.118666666666667,2014,11,4
2014-12-01,58538.0,17769.0,8.83106129032258,12.510645161290322,124.69354838709677,95.12354838709678,-5.287096774193548,71.56516129032258,-3.152258064516129,-7.9390322580645165,13.506774193548386,7.030322580645161,2014,12,4
2015-01-01,71071.0,22157.0,7.589838709677419,9.161935483870968,125.74193548387096,95.71612903225805,-4.492258064516129,72.56838709677419,-2.3045161290322578,-7.178387096774194,10.37225806451613,4.435806451612903,2015,1,1
2015-02-01,55693.0,15705.0,5.224025,8.981071428571429,138.1142857142857,95.2625,-7.749285714285714,69.2525,-5.549285714285714,-9.978928571428572,11.222857142857142,4.160357142857142,2015,2,1
2015-03-01,65291.0,18157.0,2.4555290322580645,10.355161290322581,134.1483870967742,95.40838709677419,-13.25,72.84193548387097,-11.528387096774193,-15.363870967741937,11.888709677419355,5.226129032258064,2015,3,1
2015-04-01,78051.0,21976.0,0.9724033333333334,10.021666666666667,138.62333333333333,95.318,-20.142666666666667,76.066,-18.422666666666665,-22.297666666666665,11.656,4.719666666666667,2015,4,2
2015-05-01,133034.0,40926.0,0.12447419354838711,10.48225806451613,136.42903225806452,95.83322580645161,-24.549677419354836,74.24032258064516,-22.24774193548387,-26.627741935483872,11.495483870967742,4.8187096774193545,2015,5,2
2015-06-01,92603.0,31682.0,0.00043,10.912,138.95,95.83733333333333,-22.244666666666667,74.88233333333332,-20.158666666666665,-24.615666666666666,10.818,5.88,2015,6,2
2015-07-01,134418.0,44776.0,0.03205161290322581,10.479032258064517,144.60967741935482,95.58225806451614,-25.74774193548387,78.20064516129031,-23.753870967741936,-27.676774193548386,12.453870967741935,4.676774193548387,2015,7,3
2015-08-01,99657.0,36469.0,0.5353548387096774,10.980645161290322,139.86451612903227,94.93064516129031,-24.51483870967742,73.19806451612902,-22.299032258064514,-26.72258064516129,12.561290322580644,5.413548387096774,2015,8,3
2015-09-01,89104.0,29212.0,2.1521233333333334,12.389666666666667,138.43666666666667,94.95700000000001,-20.801,70.98033333333333,-18.388333333333332,-23.563,14.865333333333332,6.353666666666667,2015,9,3
2015-10-01,78649.0,23384.0,4.923412903225806,10.720322580645162,136.0774193548387,95.7874193548387,-18.259999999999998,67.34258064516129,-14.999354838709678,-21.657096774193548,12.241612903225807,4.8183870967741935,2015,10,4
2015-11-01,77277.0,22961.0,7.809393333333333,11.210666666666667,136.13,95.30300000000001,-9.837,66.50833333333334,-6.676666666666667,-13.475333333333333,12.383000000000001,5.864000000000001,2015,11,4
2015-12-01,80210.0,3148.0,9.000758064516129,11.307419354838709,129.44516129032257,95.6832258064516,-5.040645161290322,69.25,-2.4516129032258065,-8.116451612903226,12.670967741935485,5.561612903225806,2015,12,4
2016-01-01,77620.0,27815.0,7.827687096774193,10.110967741935484,130.1290322580645,95.39290322580645,-4.756774193548387,71.4041935483871,-2.4793548387096775,-7.3912903225806454,11.358387096774194,5.187741935483871,2016,1,1
2016-02-01,65859.0,19142.0,4.719062068965517,10.63103448275862,132.1206896551724,95.65310344827586,-8.12241379310345,70.55689655172414,-6.363793103448276,-10.146896551724138,12.854137931034483,5.159999999999999,2016,2,1
